LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,CONTRAST_CH1,SNR_CH1
ID196954,196954,56,0.209764302,916.7474680988119,834.6866356624836,0,140,140,12.5,1,,0.9912126537785588,0,0,22,564,2.7026838718926953,0.4199121143529619,0.21691946409600973
ID196991,196991,56,0.1442188024520874,917.3329282439959,825.3396369556721,0,141,141,12.5,1,,0.7346221441124781,0,0,13,418,1.9323633379884158,0.4181149536993578,0.2241761908486427
ID197034,197034,56,0.18597346544265747,908.1504165,825.8065796716688,0,142,142,12.5,1,,0.9595782073813708,0,0,17,546,2.5049494311789378,0.35288808445871556,0.19984189147713438
ID197070,197070,56,0.1476871371269226,904.0153721369961,823.8509613452007,0,143,143,12.5,1,,0.6344463971880492,0,0,16,361,1.9255348857274364,0.4367898592220809,0.2003331559353457
ID197110,197110,56,0.15428966283798218,894.270652,824.7150055832722,0,144,144,12.5,1,,0.7152899824253075,0,0,17,407,2.0869636348766005,0.3524900318677348,0.17865288092606676
ID197149,197149,56,0.14499050378799438,889.4013633515953,826.1512528,0,145,145,12.5,1,,0.773286467,0,0,19,440,2.1295018404703363,0.2617252950867875,0.150651435
ID197184,197184,56,0.16937828063964844,886.5250745159752,828.1292556130452,0,146,146,12.5,1,,0.8084358523725835,0,0,18,460,2.283637259645655,0.36700411614195133,0.19008574685219762
ID197225,197225,56,0.13356804847717285,882.1245388796987,827.6199965,0,147,147,12.5,1,,0.7047451669595782,0,0,17,401,2.1073300927488665,0.2590820215681084,0.13762989779858614
ID197263,197263,56,0.14273715019226074,879.9385266352729,827.1515716132807,0,148,148,12.5,1,,0.7381370826010545,0,0,15,420,2.030568515283291,0.334030898,0.1820413822461689
ID197305,197305,56,0.1574256420135498,869.7645754168535,831.4300268269618,0,149,149,12.5,1,,0.7275922671353251,0,0,13,414,2.020483487584611,0.3657511960181054,0.19287544022504946
ID197345,197345,56,0.1688365340232849,867.8455919155123,832.2655158722247,0,150,150,12.5,1,,0.7715289982425307,0,0,18,439,2.3074812382965812,0.3835623184123701,0.1853878554429001
ID197420,197420,56,0.15478593111038208,863.8372297058485,833.7015626442002,0,151,151,12.5,1,,0.7469244288224957,0,0,16,425,2.1475326153676164,0.3392774712931373,0.17621843914318458
ID197460,197460,56,0.13846176862716675,858.6762538675038,834.7429408538691,0,152,152,12.5,1,,0.7961335676625659,0,0,16,453,2.0651158161810077,0.2900323987596698,0.17334743320009613
ID197379,197379,56,0.15922486782073975,855.3942068737695,836.6386168954068,0,153,153,12.5,1,,0.7873462214411248,0,0,16,448,2.1359056910633636,0.42331359404636076,0.21926801671720647
ID197497,197497,56,0.1359897255897522,849.3908283269708,838.9069893086559,0,154,154,12.5,1,,0.7398945518453427,0,0,15,421,1.9651471980459558,0.35579233391619386,0.19760965093682584
ID197539,197539,56,0.1397247314453125,846.3501731,840.8083979593658,0,155,155,12.5,1,,0.6449912126537786,0,0,17,367,1.9366226886781357,0.30984629326269564,0.15756681176861587
ID197613,197613,56,0.15213316679000854,842.9461883796869,843.3867622881872,0,156,156,12.5,1,,0.8312829525483304,0,0,17,473,2.213038811388629,0.3477058348868917,0.19382362403268533
ID197577,197577,56,0.17160987854003906,839.6268812997649,844.2857386600089,0,157,157,12.5,1,,0.773286467,0,0,23,440,2.380878179468231,0.35996080131923275,0.17193411210630755
ID197652,197652,56,0.15409314632415771,835.0772404,847.2053752297519,0,158,158,12.5,1,,0.7750439367311072,0,0,15,441,2.135879615573194,0.3782806286110187,0.19918470995704302
ID197730,197730,56,0.13810551166534424,830.4428730136253,850.6155465125629,0,159,159,12.5,1,,0.7627416520210897,0,0,16,434,2.0704876794306273,0.28845237623542314,0.1649455329198925
ID197692,197692,56,0.13125449419021606,826.5457835847029,852.7821590220293,0,160,160,12.5,1,,0.687170475,0,0,15,391,2.0471193882011973,0.3331202386660274,0.16775791216479044
ID197772,197772,56,0.1524134874343872,823.5708163594779,854.7264191663016,0,161,161,12.5,1,,0.7539543057996485,0,0,16,429,2.0775262929523586,0.36720584939954026,0.19494144254163837
ID197813,197813,56,0.17145389318466187,820.9765018,857.3616937794058,0,162,162,12.5,1,,0.773286467,0,0,17,440,2.2082407894840625,0.5200823197989237,0.23962325349965552
ID197851,197851,56,0.14370882511138916,817.9627217,859.6013079364558,0,163,163,12.5,1,,0.7803163444639719,0,0,17,444,2.237460969467589,0.30522504177009513,0.16310977760540782
ID197893,197893,56,0.24620813131332397,817.1621399,860.5087406942547,0,164,164,12.5,1,,1.1107205623901582,0,0,19,632,2.7418331371012945,0.49913596204719085,0.2697563182754813
ID197974,197974,56,0.19268900156021118,819.0761402844608,856.3673910081641,0,165,165,12.5,1,,0.8787346221441125,0,0,13,500,2.2363170367722107,0.5219131716829031,0.2695024656912434
