LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,CONTRAST_CH1,SNR_CH1
ID5718,5718,6,0.27631479501724243,1832.6406854083684,128.06811388583597,0,0,0,10,1,,1.4670487106017192,0,0,19,512,2.710595992153374,0.6055336304374861,0.40825226139817544
ID5648,5648,6,0.26099085807800293,1832.9121407268055,127.81191393460533,0,1,1,10,1,,1.2378223495702005,0,0,14,432,2.5012989412777102,0.6505722522398109,0.3901069723000293
ID5917,5917,6,0.24533355236053467,1833.5081007961553,127.88481315265007,0,2,2,10,1,,1.2951289398280803,0,0,17,452,2.6242687647073626,0.5430481054309267,0.3473709764569595
ID5679,5679,6,0.2321428656578064,1833.7524848098617,128.08765861228864,0,3,3,10,1,,1.146131805157593,0,0,17,400,2.5129247956424186,0.6071936438395954,0.34462285729027964
ID5850,5850,6,0.25481170415878296,1833.1052188137412,127.94501975632353,0,4,4,10,1,,1.323782235,0,0,16,462,2.6997299819483103,0.5098732781646006,0.331167697
ID5449,5449,6,0.2725735306739807,1832.4852857975632,127.57679678633967,0,5,5,10,1,,1.3925501432664757,0,0,18,486,2.7715823058465863,0.5216623180660779,0.34449604373512044
ID5512,5512,6,0.2539581060409546,1832.555489464077,127.11508586980284,0,6,6,10,1,,1.2836676217765044,0,0,19,448,2.6527565935041375,0.6006342157230257,0.3631643022347312
ID5583,5583,6,0.2799740433692932,1832.995349668066,127.69762244265459,0,7,7,10,1,,1.4183381088825215,0,0,18,495,2.732794996802593,0.5751714486995779,0.379028793
ID6178,6178,6,0.2662992477416992,1833.1570396863028,128.05504753910924,0,8,8,10,1,,1.3553008595988538,0,0,20,473,2.7719565963173136,0.5938318300843758,0.3643344685974397
ID5984,5984,6,0.2268846035003662,1833.8400755870139,128.4274066649674,0,9,9,10,1,,1.2263610315186246,0,0,16,428,2.5948210347950824,0.553564498,0.33680603835301703
ID6112,6112,6,0.28929436206817627,1833.218283559528,127.85229173936622,0,10,10,10,1,,1.4297994269340975,0,0,17,499,2.719411957838761,0.6443582753235753,0.412060584
ID6322,6322,6,0.2242451310157776,1833.5840970107656,128.62733333600136,0,11,11,10,1,,1.2034383954154728,0,0,16,420,2.4226872333878346,0.5499877726151041,0.35251797808822166
ID6455,6455,6,0.2337697148323059,1833.376956297742,128.9501071907104,0,12,12,10,1,,1.1146131805157593,0,0,11,389,2.292802000551688,0.5667375001769153,0.3517007786083676
ID6049,6049,6,0.22978872060775757,1833.3648902747416,128.48813632420877,0,13,13,10,1,,1.1375358166189111,0,0,17,397,2.435016510129712,0.525921352,0.32201923836593105
ID6255,6255,6,0.22174471616744995,1833.146142803452,128.4182377061914,0,14,14,10,1,,1.0372492836676217,0,0,13,362,2.3540841004617694,0.5441298338104955,0.3105345233527692
ID6385,6385,6,0.2504388093948364,1833.1580970089096,128.36212433411052,0,15,15,10,1,,1.3008595988538683,0,0,16,454,2.589440172777079,0.5871757836562846,0.37170435344215635
ID6585,6585,6,0.24121004343032837,1833.080064030465,128.4268326,0,16,16,10,1,,1.0630372492836677,0,0,13,371,2.3892799259819806,0.5723148408179938,0.3238970094555091
ID6894,6894,6,0.2749258875846863,1833.2076402894118,127.98851477353519,0,17,17,10,1,,1.4011461318051577,0,0,14,489,2.6876898711582515,0.5535867226587856,0.3715219158108348
ID6831,6831,6,0.2587270140647888,1833.3684705604467,127.7979790457296,0,18,18,10,1,,1.3037249283667622,0,0,14,455,2.565131551819744,0.6165601278465841,0.38769472851015857
ID6713,6713,6,0.2501181364059448,1833.1425594163527,128.83676102804287,0,19,19,10,1,,1.2808022922636104,0,0,13,447,2.4962508527779685,0.5909406021969541,0.3811656276966071
ID6955,6955,6,0.29639744758605957,1832.9380661150055,128.1845010845348,0,20,20,10,1,,1.507163323782235,0,0,13,526,2.5948844966269475,0.623607728,0.44617235754645423
