Label,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_COLOR,MEAN_INTENSITY,MEDIAN_INTENSITY,MIN_INTENSITY,MAX_INTENSITY,TOTAL_INTENSITY,STANDARD_DEVIATION,ESTIMATED_DIAMETER,CONTRAST,SNR
ID406014,406014,2,1.154,365.025,619.752,0,29,29,7.500,1,-10921639,5.158,3,0,26,1140,5.179,9.022,0.712,0.829
ID406001,406001,2,1.003,359.496,621.232,0,30,30,7.500,1,-10921639,4.661,3,0,26,1030,4.564,4.366,0.703,0.843
ID406021,406021,2,1.076,355.655,621.361,0,31,31,7.500,1,-10921639,4.783,3,0,25,1057,4.575,4.333,0.706,0.865
ID406027,406027,2,0.882,352.113,622.705,0,32,32,7.500,1,-10921639,4.312,3,0,19,953,3.925,9.236,0.664,0.877
ID406037,406037,2,1.044,348.222,624.258,0,33,33,7.500,1,-10921639,4.597,3,0,23,1016,4.421,4.471,0.770,0.905
ID406042,406042,2,0.997,345.153,625.218,0,34,34,7.500,1,-10921639,4.398,3,0,20,972,4.239,4.329,0.685,0.843
ID406058,406058,2,0.951,339.102,627.192,0,35,35,7.500,1,-10921639,4.339,3,0,23,959,4.207,8.994,0.662,0.822
ID406052,406052,2,1.109,335.081,627.409,0,36,36,7.500,1,-10921639,4.869,3,0,23,1076,4.755,8.016,0.699,0.842
ID406032,406032,2,1.029,333.009,628.219,0,37,37,7.500,1,-10921639,4.778,4,0,24,1056,4.496,8.772,0.671,0.853
ID406047,406047,2,0.993,329.611,628.803,0,38,38,7.500,1,-10921639,4.538,3,0,21,1003,4.420,9.156,0.683,0.833
ID406063,406063,2,0.900,326.325,629.532,0,39,39,7.500,1,-10921639,4.421,4,0,19,977,4.028,9.257,0.656,0.870
ID406085,406085,2,1.009,318.842,631.205,0,40,40,7.500,1,-10921639,4.824,3,0,25,1066,4.537,4.330,0.643,0.832
ID406090,406090,2,1.089,315.505,632.303,0,41,41,7.500,1,-10921639,5.104,4,0,25,1128,5.008,8.799,0.716,0.850
ID406095,406095,2,1.029,312.260,632.440,0,42,42,7.500,1,-10921639,4.724,3,0,23,1044,4.495,8.164,0.689,0.857
ID406105,406105,2,1.046,309.617,632.641,0,43,43,7.500,1,-10921639,4.783,4,0,26,1057,4.495,8.954,0.705,0.880
ID406068,406068,2,0.941,306.513,632.922,0,44,44,7.500,1,-10921639,4.529,3,0,20,1001,4.023,8.628,0.638,0.877
ID406079,406079,2,1.093,299.550,633.787,0,45,45,7.500,1,-10921639,4.986,3,0,25,1102,4.700,8.620,0.697,0.871
ID406100,406100,2,1.105,295.654,634.273,0,46,46,7.500,1,-10921639,4.819,3,0,23,1065,4.897,8.688,0.721,0.824
ID406073,406073,2,0.883,292.751,633.948,0,47,47,7.500,1,-10921639,4.457,3,0,26,985,4.380,8.982,0.679,0.823
ID406121,406121,2,1.154,288.734,634.083,0,48,48,7.500,1,-10921639,5.059,3,0,26,1118,4.997,4.354,0.708,0.839
ID406131,406131,2,1.156,285.616,634.568,0,49,49,7.500,1,-10921639,5.299,4,0,25,1171,4.914,9.178,0.719,0.902
ID406126,406126,2,0.871,278.782,633.923,0,50,50,7.500,1,-10921639,4.303,4,0,22,951,3.829,8.696,0.643,0.880
ID406110,406110,2,1.115,274.891,633.461,0,51,51,7.500,1,-10921639,5.090,3,0,29,1125,4.632,7.839,0.699,0.905
ID406141,406141,2,1.176,271.447,634.119,0,52,52,7.500,1,-10921639,5.462,4,0,23,1207,4.895,8.940,0.695,0.915
ID406136,406136,2,1.017,267.337,634.200,0,53,53,7.500,1,-10921639,4.973,3,0,28,1099,4.766,8.215,0.665,0.834
ID406115,406115,2,1.181,262.712,633.922,0,54,54,7.500,1,-10921639,5.023,3,0,27,1110,5.508,8.045,0.712,0.758
ID406146,406146,2,1.099,255.577,633.336,0,55,55,7.500,1,-10921639,4.955,3,0,25,1095,4.759,8.718,0.690,0.851
ID406167,406167,2,0.972,252.134,632.756,0,56,56,7.500,1,-10921639,4.937,4,0,23,1091,4.382,9.154,0.686,0.917
ID406152,406152,2,1.104,248.254,632.358,0,57,57,7.500,1,-10921639,5.113,4,0,21,1130,4.538,8.514,0.714,0.938
ID406157,406157,2,1.051,244.493,632.238,0,58,58,7.500,1,-10921639,5.068,3,0,23,1120,4.751,4.418,0.649,0.840
ID406182,406182,2,0.997,240.090,632.105,0,59,59,7.500,1,-10921639,4.652,3,0,22,1028,4.552,9.113,0.717,0.854
ID406172,406172,2,1.006,232.653,631.034,0,60,60,7.500,1,-10921639,5.009,4,0,26,1107,4.781,9.032,0.699,0.862
ID406188,406188,2,1.153,228.341,629.793,0,61,61,7.500,1,-10921639,5.357,4,0,34,1184,5.373,8.538,0.716,0.832
ID406162,406162,2,1.271,225.195,629.391,0,62,62,7.500,1,-10921639,5.905,5,0,29,1305,5.482,8.937,0.743,0.918
ID406177,406177,2,1.265,222.988,628.179,0,63,63,7.500,1,-10921639,5.851,4,0,32,1293,5.775,8.610,0.711,0.842
ID406218,406218,2,1.226,219.749,627.366,0,64,64,7.500,1,-10921639,5.910,4,0,30,1306,5.558,8.733,0.702,0.877
ID406213,406213,2,1.103,212.272,626.163,0,65,65,7.500,1,-10921639,5.167,3,0,29,1142,5.585,8.819,0.682,0.751
ID406203,406203,2,1.146,208.260,624.974,0,66,66,7.500,1,-10921639,5.489,4,0,29,1213,5.316,8.440,0.661,0.822
ID406193,406193,2,1.104,204.508,624.309,0,67,67,7.500,1,-10921639,5.389,4,0,26,1191,5.241,8.663,0.663,0.820
ID406208,406208,2,1.144,202.131,622.950,0,68,68,7.500,1,-10921639,5.380,3,0,29,1189,5.433,8.944,0.684,0.804
ID406198,406198,2,1.184,199.557,621.621,0,69,69,7.500,1,-10921639,5.543,4,0,24,1225,5.374,8.891,0.708,0.855
ID406224,406224,2,1.097,192.680,619.032,0,70,70,7.500,1,-10921639,5.407,4,0,29,1195,5.278,8.591,0.666,0.819
ID406230,406230,2,1.151,188.995,617.184,0,71,71,7.500,1,-10921639,5.484,3,0,29,1212,5.395,8.609,0.657,0.806
ID406245,406245,2,0.960,184.308,615.870,0,72,72,7.500,1,-10921639,5.000,4,0,28,1105,4.685,7.938,0.697,0.877
ID406235,406235,2,1.015,180.455,613.405,0,73,73,7.500,1,-10921639,4.973,3,0,25,1099,4.882,7.731,0.635,0.792
ID406259,406259,2,1.154,177.173,612.276,0,74,74,7.500,1,-10921639,5.118,3,0,29,1131,5.428,8.037,0.706,0.780
ID406269,406269,2,1.145,171.805,608.229,0,75,75,7.500,1,-10921639,5.538,4,0,25,1224,5.189,8.769,0.706,0.883
ID406264,406264,2,1.165,168.676,606.541,0,76,76,7.500,1,-10921639,5.588,4,0,32,1235,5.566,8.958,0.720,0.840
ID406254,406254,2,1.096,165.784,605.006,0,77,77,7.500,1,-10921639,5.321,3,0,23,1176,5.041,8.900,0.691,0.862
ID406249,406249,2,1.266,162.158,602.783,0,78,78,7.500,1,-10921639,5.846,4,0,37,1292,6.092,4.322,0.697,0.788
ID406239,406239,2,1.175,159.487,600.626,0,79,79,7.500,1,-10921639,5.620,4,0,26,1242,5.585,8.981,0.706,0.833
ID406274,406274,2,1.385,153.552,596.266,0,80,80,7.500,1,-10921639,5.932,4,0,35,1311,6.651,8.610,0.708,0.739
ID406294,406294,2,1.429,151.702,594.289,0,81,81,7.500,1,-10921639,6.344,4,0,33,1402,6.769,8.654,0.746,0.801
ID406284,406284,2,1.434,149.166,591.638,0,82,82,7.500,1,-10921639,6.416,4,0,33,1418,6.743,8.321,0.728,0.802
ID406299,406299,2,1.248,147.271,589.773,0,83,83,7.500,1,-10921639,5.738,4,0,30,1268,5.833,8.820,0.736,0.834
ID406279,406279,2,1.209,144.884,587.631,0,84,84,7.500,1,-10921639,5.665,4,0,34,1252,5.967,8.978,0.688,0.774
ID406304,406304,2,1.325,140.448,583.014,0,85,85,7.500,1,-10921639,6.041,4,0,37,1335,6.358,8.566,0.720,0.795
ID406289,406289,2,1.238,137.680,581.068,0,86,86,7.500,1,-10921639,5.765,4,0,29,1274,5.590,8.777,0.765,0.894
ID406309,406309,2,1.284,134.528,577.692,0,87,87,7.500,1,-10921639,5.968,4,0,29,1319,6.005,8.515,0.750,0.852
ID406334,406334,2,1.312,132.554,575.082,0,88,88,7.500,1,-10921639,6.041,4,0,34,1335,6.245,8.661,0.709,0.802
ID406329,406329,2,1.315,130.470,571.943,0,89,89,7.500,1,-10921639,6.036,4,0,33,1334,6.338,9.253,0.705,0.788
ID406324,406324,2,1.243,127.342,565.683,0,90,90,7.500,1,-10921639,5.905,3,0,29,1305,6.006,8.802,0.685,0.799
ID406319,406319,2,1.082,124.923,563.097,0,91,91,7.500,1,-10921639,5.638,4,0,25,1246,5.141,8.694,0.658,0.870
ID406314,406314,2,1.332,122.051,559.163,0,92,92,7.500,1,-10921639,6.362,4,0,42,1406,6.092,8.853,0.727,0.879
ID406339,406339,2,1.376,120.515,555.500,0,93,93,7.500,1,-10921639,6.118,4,0,31,1352,6.545,8.025,0.730,0.789
ID406344,406344,2,1.396,118.750,552.443,0,94,94,7.500,1,-10921639,6.154,4,0,32,1360,6.470,8.196,0.701,0.784
ID406349,406349,2,1.262,116.387,545.583,0,95,95,7.500,1,-10921639,5.787,4,0,28,1279,5.842,9.060,0.724,0.832
ID406358,406358,2,1.163,115.590,542.165,0,96,96,7.500,1,-10921639,5.480,4,0,28,1211,5.337,8.608,0.730,0.866
ID406362,406362,2,1.187,113.307,538.615,0,97,97,7.500,1,-10921639,5.986,4,0,29,1323,5.435,8.985,0.730,0.929
ID406366,406366,2,1.251,111.274,533.880,0,98,98,7.500,1,-10921639,5.778,4,0,28,1277,5.763,8.510,0.671,0.805
ID406354,406354,2,1.284,109.872,530.511,0,99,99,7.500,1,-10921639,6.213,4,0,28,1373,5.558,8.561,0.728,0.942
ID406370,406370,2,1.175,107.798,523.047,0,100,100,7.500,1,-10921639,5.421,4,0,33,1198,5.580,7.905,0.686,0.791
ID406375,406375,2,1.228,107.322,519.775,0,101,101,7.500,1,-10921639,5.570,3,0,28,1231,5.595,8.962,0.696,0.817
ID406380,406380,2,1.222,105.826,516.798,0,102,102,7.500,1,-10921639,5.629,4,0,28,1244,5.810,8.471,0.707,0.802
ID406385,406385,2,1.222,104.219,512.151,0,103,103,7.500,1,-10921639,5.810,4,0,30,1284,6.023,8.809,0.690,0.788
ID406405,406405,2,1.366,104.037,508.743,0,104,104,7.500,1,-10921639,6.036,4,0,31,1334,6.467,8.014,0.733,0.789
ID406400,406400,2,1.331,104.045,502.899,0,105,105,7.500,1,-10921639,6.077,4,0,45,1343,6.525,7.914,0.728,0.785
ID406410,406410,2,1.226,102.916,499.865,0,106,106,7.500,1,-10921639,5.652,4,0,26,1249,5.762,8.400,0.758,0.846
ID406390,406390,2,1.256,102.207,495.753,0,107,107,7.500,1,-10921639,5.991,4,0,28,1324,5.398,8.734,0.712,0.923
ID406395,406395,2,1.262,102.033,492.630,0,108,108,7.500,1,-10921639,5.819,4,0,31,1286,5.905,7.943,0.758,0.850
ID406415,406415,2,1.324,101.680,488.969,0,109,109,7.500,1,-10921639,6.018,4,0,30,1330,5.804,7.915,0.718,0.867
ID406420,406420,2,1.141,101.874,482.596,0,110,110,7.500,1,-10921639,5.597,4,0,31,1237,5.235,8.416,0.688,0.872
ID406424,406424,2,1.309,102.317,479.764,0,111,111,7.500,1,-10921639,6.136,5,0,28,1356,5.460,8.303,0.742,0.957
ID406428,406428,2,1.147,102.385,476.745,0,112,112,7.500,1,-10921639,5.511,4,0,25,1218,5.213,8.698,0.750,0.906
ID406440,406440,2,1.057,102.548,472.968,0,113,113,7.500,1,-10921639,4.977,3,0,23,1100,4.680,7.836,0.684,0.864
ID406436,406436,2,1.017,102.761,469.166,0,114,114,7.500,1,-10921639,4.986,4,0,23,1102,4.288,7.835,0.729,0.980
ID406432,406432,2,0.950,104.485,463.057,0,115,115,7.500,1,-10921639,4.919,4,0,24,1087,4.248,8.762,0.703,0.956
ID406444,406444,2,1.139,104.963,460.369,0,116,116,7.500,1,-10921639,5.217,4,0,33,1153,5.327,8.463,0.748,0.838
ID406448,406448,2,1.201,105.960,457.100,0,117,117,7.500,1,-10921639,5.842,4,0,33,1291,5.255,8.052,0.756,0.957
ID406452,406452,2,1.084,106.336,453.618,0,118,118,7.500,1,-10921639,5.326,4,0,23,1177,4.896,8.254,0.724,0.914
ID406455,406455,2,0.979,107.276,449.475,0,119,119,7.500,1,-10921639,4.778,3,0,25,1056,4.863,8.068,0.674,0.791
ID406467,406467,2,1.080,109.817,443.087,0,120,120,7.500,1,-10921639,5.434,4,0,30,1201,4.804,8.127,0.663,0.902
ID406464,406464,2,1.153,110.709,440.853,0,121,121,7.500,1,-10921639,5.670,5,0,27,1253,4.774,8.484,0.742,1.012
ID406461,406461,2,1.012,111.249,437.168,0,122,122,7.500,1,-10921639,5.244,4,0,25,1159,4.813,8.771,0.660,0.867
ID406470,406470,2,0.896,112.487,433.408,0,123,123,7.500,1,-10921639,4.810,4,0,20,1063,3.516,8.821,0.637,1.065
ID406458,406458,2,0.980,113.713,430.499,0,124,124,7.500,1,-10921639,5.253,4,0,37,1161,4.817,16.168,0.662,0.868
ID406472,406472,2,1.084,117.412,424.518,0,125,125,7.500,1,-10921639,5.507,4,0,30,1217,4.839,4.236,0.687,0.927
ID406475,406475,2,1.176,118.640,421.866,0,126,126,7.500,1,-10921639,5.602,4,0,26,1238,4.846,8.193,0.696,0.949
ID406478,406478,2,1.093,120.272,418.315,0,127,127,7.500,1,-10921639,5.344,4,0,24,1181,4.504,16.431,0.691,0.970
ID406484,406484,2,0.964,121.883,414.786,0,128,128,7.500,1,-10921639,5.118,5,0,18,1131,3.876,13.679,0.685,1.073
ID406487,406487,2,0.984,124.557,411.358,0,129,129,7.500,1,-10921639,4.828,4,0,20,1067,3.922,4.652,0.662,0.981
ID406493,406493,2,1.158,128.169,406.589,0,130,130,7.500,1,-10921639,5.561,5,0,33,1229,4.761,13.721,0.731,0.986
ID406481,406481,2,1.323,130.866,404.152,0,131,131,7.500,1,-10921639,5.701,4,0,28,1260,5.239,4.378,0.722,0.912
ID406490,406490,2,1.116,132.883,401.647,0,132,132,7.500,1,-10921639,5.629,5,0,26,1244,4.367,8.930,0.685,1.048
ID406502,406502,2,1.066,134.869,398.780,0,133,133,7.500,1,-10921639,5.118,4,0,24,1131,4.380,8.823,0.708,0.968
ID406496,406496,2,1.085,137.524,395.622,0,134,134,7.500,1,-10921639,5.267,4,0,24,1164,4.695,8.116,0.627,0.865
ID406499,406499,2,1.129,142.242,390.697,0,135,135,7.500,1,-10921639,5.339,4,0,27,1180,4.647,3.000,0.671,0.922
ID406517,406517,2,1.081,144.885,388.701,0,136,136,7.500,1,-10921639,5.014,4,0,30,1108,4.466,3.000,0.690,0.917
ID406511,406511,2,1.327,147.854,386.949,0,137,137,7.500,1,-10921639,5.529,4,0,27,1222,5.174,4.235,0.701,0.881
ID406505,406505,2,1.145,150.283,384.198,0,138,138,7.500,1,-10921639,5.407,4,0,21,1195,4.580,9.040,0.708,0.979
ID406514,406514,2,0.990,153.340,381.539,0,139,139,7.500,1,-10921639,5.136,4,0,20,1135,4.201,9.094,0.693,1.001
ID406508,406508,2,1.141,159.946,377.984,0,140,140,7.500,1,-10921639,5.321,4,0,26,1176,4.396,3.000,0.667,0.968
ID406520,406520,2,1.126,162.603,375.705,0,141,141,7.500,1,-10921639,5.344,4,0,27,1181,4.580,16.355,0.683,0.947
ID406523,406523,2,1.123,166.074,373.387,0,142,142,7.500,1,-10921639,5.516,4,0,23,1219,4.451,4.030,0.658,0.984
ID406526,406526,2,1.165,169.646,371.217,0,143,143,7.500,1,-10921639,5.561,4,0,23,1229,4.499,4.321,0.664,0.987
ID406529,406529,2,1.192,172.184,370.053,0,144,144,7.500,1,-10921639,5.534,4,0,25,1223,4.666,3.856,0.692,0.970
ID406538,406538,2,1.065,178.363,368.271,0,145,145,7.500,1,-10921639,5.131,4,0,26,1134,4.520,3.000,0.666,0.908
ID406541,406541,2,1.086,181.675,366.296,0,146,146,7.500,1,-10921639,5.412,4,0,23,1196,4.326,3.000,0.660,0.995
ID406535,406535,2,1.036,186.030,364.250,0,147,147,7.500,1,-10921639,5.136,4,0,18,1135,4.258,8.734,0.630,0.932
ID406532,406532,2,1.136,190.340,363.006,0,148,148,7.500,1,-10921639,5.308,4,0,26,1173,4.811,3.000,0.662,0.879
ID406544,406544,2,1.126,193.192,362.498,0,149,149,7.500,1,-10921639,5.430,4,0,25,1200,4.578,3.000,0.633,0.920
ID406547,406547,2,1.101,200.065,360.216,0,150,150,7.500,1,-10921639,5.679,5,0,25,1255,4.244,14.889,0.702,1.104
ID406550,406550,2,1.167,204.361,359.111,0,151,151,7.500,1,-10921639,5.701,4,0,24,1260,4.818,8.828,0.640,0.924
ID406553,406553,2,1.240,207.110,358.851,0,152,152,7.500,1,-10921639,5.602,5,0,22,1238,4.626,8.768,0.724,1.017
ID406559,406559,2,1.283,210.208,358.527,0,153,153,7.500,1,-10921639,5.796,4,0,25,1281,4.794,3.923,0.731,1.021
ID406556,406556,2,1.219,213.815,357.733,0,154,154,7.500,1,-10921639,5.778,4,0,23,1277,4.598,9.310,0.706,1.040
ID406562,406562,2,1.200,220.464,356.766,0,155,155,7.500,1,-10921639,5.643,4,0,24,1247,4.827,8.936,0.674,0.941
ID406565,406565,2,1.226,223.271,356.812,0,156,156,7.500,1,-10921639,5.471,4,0,22,1209,4.513,4.162,0.714,1.010
ID406568,406568,2,1.220,226.606,356.382,0,157,157,7.500,1,-10921639,5.769,4,0,20,1275,4.547,7.890,0.694,1.039
ID406571,406571,2,1.249,230.084,356.440,0,158,158,7.500,1,-10921639,5.688,4,0,29,1257,5.205,4.202,0.668,0.875
ID406574,406574,2,1.139,233.270,356.102,0,159,159,7.500,1,-10921639,5.439,4,0,22,1202,4.561,3.000,0.673,0.959
ID406577,406577,2,1.193,238.145,356.756,0,160,160,7.500,1,-10921639,5.579,4,0,20,1233,4.269,4.187,0.714,1.089
ID406583,406583,2,1.215,241.239,356.584,0,161,161,7.500,1,-10921639,5.814,4,0,22,1285,4.523,8.790,0.713,1.070
ID406580,406580,2,1.186,245.651,356.480,0,162,162,7.500,1,-10921639,5.534,4,0,20,1223,4.247,7.805,0.703,1.075
ID406586,406586,2,1.181,248.435,357.479,0,163,163,7.500,1,-10921639,5.679,5,0,20,1255,4.406,16.159,0.705,1.066
ID406589,406589,2,1.203,251.436,358.222,0,164,164,7.500,1,-10921639,5.633,5,0,23,1245,4.538,15.993,0.689,1.013
ID406592,406592,2,1.274,257.345,358.391,0,165,165,7.500,1,-10921639,5.995,5,0,21,1325,4.879,8.401,0.696,1.008
ID406595,406595,2,1.143,260.805,359.441,0,166,166,7.500,1,-10921639,5.068,4,0,20,1120,4.486,8.739,0.729,0.952
ID406598,406598,2,1.264,263.563,360.675,0,167,167,7.500,1,-10921639,5.674,4,0,33,1254,4.939,4.341,0.724,0.965
ID406607,406607,2,1.214,265.949,361.211,0,168,168,7.500,1,-10921639,5.561,4,0,24,1229,4.557,4.471,0.709,1.013
ID406601,406601,2,1.168,269.477,361.429,0,169,169,7.500,1,-10921639,5.715,5,0,26,1263,4.841,8.535,0.679,0.955
ID406604,406604,2,1.042,275.294,364.397,0,170,170,7.500,1,-10921639,5.041,4,0,25,1114,4.101,4.300,0.668,0.984
ID406610,406610,2,1.070,277.983,365.899,0,171,171,7.500,1,-10921639,5.036,4,0,22,1113,4.287,4.272,0.690,0.959
ID406613,406613,2,1.063,280.400,366.962,0,172,172,7.500,1,-10921639,4.833,3,0,23,1068,4.498,4.332,0.696,0.882
ID406616,406616,2,1.054,284.569,367.867,0,173,173,7.500,1,-10921639,5.195,4,0,29,1148,4.542,16.046,0.682,0.927
ID406619,406619,2,1.023,288.725,369.793,0,174,174,7.500,1,-10921639,4.738,3,0,27,1047,4.768,4.449,0.626,0.765
ID406622,406622,2,1.009,294.024,373.837,0,175,175,7.500,1,-10921639,4.760,4,0,23,1052,4.257,4.466,0.715,0.932
ID406630,406630,2,1.082,296.488,375.504,0,176,176,7.500,1,-10921639,4.842,3,0,26,1070,4.935,4.410,0.688,0.800
ID406626,406626,2,1.056,299.503,376.675,0,177,177,7.500,1,-10921639,4.783,4,0,26,1057,4.588,4.465,0.738,0.885
ID406638,406638,2,1.019,303.056,378.629,0,178,178,7.500,1,-10921639,4.864,3,0,22,1075,4.521,7.935,0.637,0.837
ID406634,406634,2,1.101,305.153,381.174,0,179,179,7.500,1,-10921639,5.299,4,0,28,1171,4.611,4.048,0.698,0.945
ID406641,406641,2,1.011,310.142,384.641,0,180,180,7.500,1,-10921639,4.824,3,0,27,1066,4.875,4.518,0.704,0.817
ID406645,406645,2,1.066,313.667,387.080,0,181,181,7.500,1,-10921639,4.928,3,0,29,1089,5.105,4.577,0.665,0.771
ID406649,406649,2,1.005,316.788,389.423,0,182,182,7.500,1,-10921639,4.950,4,0,28,1094,4.583,4.508,0.663,0.861
ID406653,406653,2,1.033,318.960,392.090,0,183,183,7.500,1,-10921639,4.896,3,0,31,1082,5.064,4.574,0.632,0.749
ID406657,406657,2,1.043,320.675,394.837,0,184,184,7.500,1,-10921639,4.796,3,0,23,1060,4.718,4.502,0.635,0.789
ID406661,406661,2,1.026,325.127,398.912,0,185,185,7.500,1,-10921639,4.968,4,0,32,1098,4.740,4.623,0.678,0.847
ID406669,406669,2,1.009,328.028,401.517,0,186,186,7.500,1,-10921639,4.900,3,0,30,1083,4.826,4.786,0.641,0.793
ID406665,406665,2,1.083,330.118,403.991,0,187,187,7.500,1,-10921639,5.253,4,0,33,1161,5.134,4.637,0.625,0.787
ID406673,406673,2,1.089,331.651,406.047,0,188,188,7.500,1,-10921639,5.199,4,0,26,1149,4.945,4.430,0.679,0.850
ID406677,406677,2,0.998,333.374,408.519,0,189,189,7.500,1,-10921639,4.928,4,0,33,1089,4.871,4.674,0.615,0.770
ID406681,406681,2,1.118,337.380,413.781,0,190,190,7.500,1,-10921639,4.995,3,0,31,1104,5.228,4.529,0.726,0.804
ID406685,406685,2,1.083,338.616,416.101,0,191,191,7.500,1,-10921639,4.955,3,0,30,1095,5.228,4.560,0.661,0.754
ID406689,406689,2,1.194,339.906,418.452,0,192,192,7.500,1,-10921639,5.100,3,0,31,1127,5.890,4.633,0.693,0.709
ID406697,406697,2,1.264,341.294,420.894,0,193,193,7.500,1,-10921639,5.457,3,0,38,1206,6.415,4.763,0.690,0.695
ID406693,406693,2,1.069,343.542,423.738,0,194,194,7.500,1,-10921639,5.045,3,0,28,1115,5.532,4.661,0.616,0.695
ID406701,406701,2,1.191,346.421,429.047,0,195,195,7.500,1,-10921639,5.290,3,0,31,1169,5.900,4.729,0.705,0.742
ID406705,406705,2,1.142,347.300,431.493,0,196,196,7.500,1,-10921639,5.389,3,0,38,1191,5.632,7.641,0.690,0.781
ID406709,406709,2,1.130,348.686,434.582,0,197,197,7.500,1,-10921639,5.326,3,0,29,1177,5.536,8.179,0.674,0.774
ID406713,406713,2,1.074,351.214,437.868,0,198,198,7.500,1,-10921639,5.213,3,0,27,1152,5.355,7.967,0.678,0.786
ID406717,406717,2,1.066,352.679,441.701,0,199,199,7.500,1,-10921639,5.326,3,0,28,1177,5.336,4.655,0.656,0.791
ID406721,406721,2,1.163,354.501,448.066,0,200,200,7.500,1,-10921639,5.276,3,0,33,1166,5.942,8.577,0.642,0.694
