Label,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_COLOR,MEAN_INTENSITY,MEDIAN_INTENSITY,MIN_INTENSITY,MAX_INTENSITY,TOTAL_INTENSITY,STANDARD_DEVIATION,ESTIMATED_DIAMETER,CONTRAST,SNR
ID49,49,1,0.856,488.257,418.957,0,23,23,7.500,1,-10921639,7.475,6,0,22,1652,5.081,28.500,0.232,0.555
ID59,59,1,0.731,497.065,425.047,0,24,24,7.500,1,-10921639,7.452,7,0,23,1647,4.823,27.354,0.227,0.571
ID57,57,1,0.852,501.180,427.514,0,25,25,7.500,1,-10921639,7.665,6,0,23,1694,5.509,26.756,0.221,0.504
ID65,65,1,1.005,507.097,429.062,0,26,26,7.500,1,-10921639,7.783,7,0,25,1720,5.557,28.500,0.263,0.583
ID53,53,1,0.776,510.199,434.270,0,27,27,7.500,1,-10921639,7.140,6,0,26,1578,4.720,27.214,0.223,0.551
ID51,51,1,0.978,514.765,436.291,0,28,28,7.500,1,-10921639,7.380,6,0,22,1631,5.263,28.500,0.249,0.559
ID55,55,1,0.794,521.609,443.845,0,29,29,7.500,1,-10921639,6.665,5,0,25,1473,5.179,28.500,0.209,0.445
ID63,63,1,0.895,526.517,447.041,0,30,30,7.500,1,-10921639,7.045,5,0,24,1557,5.414,27.539,0.217,0.464
ID61,61,1,1.020,529.235,450.818,0,31,31,7.500,1,-10921639,7.611,6,0,27,1682,5.779,27.465,0.261,0.545
ID73,73,1,0.752,531.680,455.835,0,32,32,7.500,1,-10921639,6.498,5,0,23,1436,5.244,28.500,0.186,0.388
ID79,79,1,0.973,536.161,458.026,0,33,33,7.500,1,-10921639,7.190,5,0,24,1589,5.616,8.003,0.251,0.513
ID75,75,1,0.787,539.454,469.763,0,34,34,7.500,1,-10921639,6.928,5,0,23,1531,5.272,7.473,0.217,0.468
ID67,67,1,0.983,544.377,472.972,0,35,35,7.500,1,-10921639,7.602,6,0,23,1680,5.292,26.746,0.281,0.630
ID71,71,1,0.980,546.354,478.807,0,36,36,7.500,1,-10921639,7.412,5,0,25,1638,5.835,28.500,0.216,0.452
ID77,77,1,1.086,547.809,482.811,0,37,37,7.500,1,-10921639,8.027,6,0,27,1774,5.924,8.297,0.254,0.548
ID69,69,1,1.103,551.938,485.834,0,38,38,7.500,1,-10921639,7.955,6,0,30,1758,6.003,25.956,0.268,0.560
ID81,81,1,1.025,555.187,493.853,0,39,39,7.500,1,-10921639,7.760,6,0,26,1715,6.011,26.877,0.243,0.505
ID83,83,1,1.094,556.380,498.006,0,40,40,7.500,1,-10921639,7.774,6,0,29,1718,6.357,28.500,0.245,0.481
ID85,85,1,1.112,556.624,502.752,0,41,41,7.500,1,-10921639,8.231,6,0,25,1819,5.590,27.723,0.272,0.630
ID89,89,1,1.076,558.874,505.568,0,42,42,7.500,1,-10921639,8.204,7,0,22,1813,5.868,26.918,0.262,0.580
ID93,93,1,0.857,558.084,512.806,0,43,43,7.500,1,-10921639,7.394,6,0,30,1634,5.522,28.500,0.230,0.500
ID87,87,1,0.883,560.428,521.234,0,44,44,7.500,1,-10921639,7.557,6,0,26,1670,6.176,26.046,0.221,0.443
ID91,91,1,0.967,561.338,526.250,0,45,45,7.500,1,-10921639,7.851,6,0,22,1735,5.446,28.500,0.245,0.567
ID95,95,1,0.988,561.420,530.713,0,46,46,7.500,1,-10921639,7.715,6,0,29,1705,6.343,7.454,0.244,0.477
ID97,97,1,1.025,561.491,535.357,0,47,47,7.500,1,-10921639,8.534,7,0,23,1886,5.961,28.500,0.277,0.621
ID101,101,1,0.999,563.310,539.573,0,48,48,7.500,1,-10921639,7.548,6,0,23,1668,5.730,27.116,0.220,0.475
ID99,99,1,1.013,563.424,549.305,0,49,49,7.500,1,-10921639,8.000,7,0,23,1768,5.479,27.245,0.243,0.570
ID109,109,1,0.799,559.970,555.514,0,50,50,7.500,1,-10921639,7.014,5,0,28,1550,5.774,28.500,0.215,0.430
ID105,105,1,0.982,560.401,559.752,0,51,51,7.500,1,-10921639,8.059,7,0,24,1781,5.622,8.175,0.252,0.578
ID107,107,1,0.986,559.731,565.266,0,52,52,7.500,1,-10921639,7.869,7,0,26,1739,5.797,27.432,0.242,0.528
ID103,103,1,0.909,555.257,572.030,0,53,53,7.500,1,-10921639,7.448,6,0,24,1646,5.653,28.500,0.219,0.473
ID111,111,1,1.013,555.131,582.200,0,54,54,7.500,1,-10921639,7.765,6,0,26,1716,6.041,28.500,0.228,0.477
ID113,113,1,0.919,552.157,587.679,0,55,55,7.500,1,-10921639,7.317,6,0,25,1617,5.325,27.422,0.231,0.515
ID119,119,1,0.999,552.281,591.893,0,56,56,7.500,1,-10921639,7.385,6,0,24,1632,5.505,8.670,0.245,0.527
ID117,117,1,0.734,546.414,596.810,0,57,57,7.500,1,-10921639,6.905,6,0,25,1526,5.110,28.500,0.172,0.397
ID115,115,1,1.097,547.289,601.900,0,58,58,7.500,1,-10921639,7.638,6,0,26,1688,6.097,8.603,0.259,0.516
ID127,127,1,1.120,542.339,610.523,0,59,59,7.500,1,-10921639,8.235,7,0,26,1820,5.711,28.500,0.299,0.664
ID125,125,1,1.130,540.861,614.727,0,60,60,7.500,1,-10921639,7.403,6,0,25,1636,5.977,27.593,0.260,0.511
ID121,121,1,0.928,537.228,618.597,0,61,61,7.500,1,-10921639,7.502,5,0,23,1658,5.281,26.050,0.242,0.554
ID123,123,1,1.071,536.751,623.457,0,62,62,7.500,1,-10921639,7.747,6,0,23,1712,5.862,25.848,0.281,0.580
ID129,129,1,0.912,532.001,627.228,0,63,63,7.500,1,-10921639,7.380,6,0,26,1631,5.538,8.784,0.258,0.547
ID143,143,1,0.965,527.861,635.320,0,64,64,7.500,1,-10921639,7.371,5,0,27,1629,5.842,28.500,0.230,0.472
ID131,131,1,0.998,524.191,638.870,0,65,65,7.500,1,-10921639,7.674,6,0,24,1696,5.607,28.500,0.258,0.561
ID133,133,1,1.186,521.764,642.862,0,66,66,7.500,1,-10921639,7.742,7,0,24,1711,6.051,28.500,0.289,0.573
ID141,141,1,0.769,517.533,646.370,0,67,67,7.500,1,-10921639,6.765,5,0,22,1495,4.877,28.500,0.255,0.563
ID139,139,1,1.091,514.854,650.430,0,68,68,7.500,1,-10921639,7.584,6,0,25,1676,5.799,8.566,0.276,0.566
ID137,137,1,1.120,505.496,656.458,0,69,69,7.500,1,-10921639,8.665,7,0,24,1915,5.814,28.500,0.292,0.673
ID135,135,1,1.109,503.117,659.704,0,70,70,7.500,1,-10921639,7.774,6,0,29,1718,6.090,27.584,0.238,0.491
ID145,145,1,0.874,497.201,662.253,0,71,71,7.500,1,-10921639,7.665,6,0,23,1694,5.590,28.500,0.222,0.498
ID149,149,1,1.122,495.133,666.092,0,72,72,7.500,1,-10921639,8.023,6,0,23,1773,5.741,26.896,0.293,0.634
ID151,151,1,0.980,487.648,666.514,0,73,73,7.500,1,-10921639,7.692,7,0,27,1700,5.692,28.500,0.235,0.515
ID153,153,1,0.985,481.651,673.499,0,74,74,7.500,1,-10921639,7.801,6,0,24,1724,5.461,27.213,0.256,0.582
ID147,147,1,0.700,473.278,674.316,0,75,75,7.500,1,-10921639,6.851,6,0,24,1514,5.064,26.513,0.200,0.451
ID155,155,1,1.002,471.276,679.510,0,76,76,7.500,1,-10921639,7.805,6,0,25,1725,5.377,26.165,0.241,0.564
ID159,159,1,0.833,464.627,679.893,0,77,77,7.500,1,-10921639,7.471,6,0,26,1651,5.463,7.428,0.214,0.482
ID157,157,1,1.134,462.428,682.613,0,78,78,7.500,1,-10921639,8.548,7,0,26,1889,5.949,26.017,0.280,0.628
ID161,161,1,0.940,453.269,686.036,0,79,79,7.500,1,-10921639,8.081,6,0,24,1786,5.389,27.565,0.241,0.583
ID165,165,1,1.266,449.896,688.947,0,80,80,7.500,1,-10921639,8.516,6,0,26,1882,6.342,8.170,0.317,0.647
ID171,171,1,0.887,442.126,686.912,0,81,81,7.500,1,-10921639,7.471,6,0,29,1651,5.871,28.500,0.221,0.461
ID169,169,1,1.096,439.712,690.541,0,82,82,7.500,1,-10921639,8.045,6,0,24,1778,5.847,8.658,0.273,0.590
ID167,167,1,0.857,434.443,691.712,0,83,83,7.500,1,-10921639,7.507,6,0,24,1659,5.485,28.500,0.209,0.473
ID163,163,1,1.137,427.105,694.590,0,84,84,7.500,1,-10921639,8.308,6,0,27,1836,5.926,27.498,0.275,0.605
ID173,173,1,0.818,420.252,694.574,0,85,85,7.500,1,-10921639,7.371,6,0,24,1629,5.071,28.500,0.222,0.527
ID175,175,1,1.126,417.131,695.607,0,86,86,7.500,1,-10921639,8.299,7,0,27,1834,6.049,8.869,0.290,0.616
ID177,177,1,0.979,411.872,696.214,0,87,87,7.500,1,-10921639,8.285,7,0,26,1831,5.841,26.695,0.254,0.575
ID187,187,1,0.886,407.240,694.696,0,88,88,7.500,1,-10921639,8.271,7,0,23,1828,5.013,27.237,0.249,0.659
ID179,179,1,0.888,395.174,694.094,0,89,89,7.500,1,-10921639,8.090,7,0,25,1788,5.110,28.500,0.274,0.682
ID185,185,1,1.055,390.943,696.065,0,90,90,7.500,1,-10921639,8.353,7,0,25,1846,5.751,28.500,0.267,0.612
ID183,183,1,1.029,386.430,697.592,0,91,91,7.500,1,-10921639,7.923,6,0,24,1751,5.997,28.500,0.241,0.513
ID181,181,1,0.742,380.209,696.260,0,92,92,7.500,1,-10921639,7.118,6,0,24,1573,5.143,28.500,0.204,0.469
ID191,191,1,1.125,376.995,696.916,0,93,93,7.500,1,-10921639,8.489,7,0,25,1876,6.108,8.983,0.262,0.576
ID189,189,1,1.045,367.217,694.514,0,94,94,7.500,1,-10921639,8.529,7,0,26,1885,5.819,28.500,0.277,0.635
ID193,193,1,1.025,362.607,696.201,0,95,95,7.500,1,-10921639,8.611,7,0,27,1903,5.659,28.500,0.278,0.661
ID204,204,1,0.918,356.817,693.398,0,96,96,7.500,1,-10921639,8.262,7,0,26,1826,5.624,7.603,0.241,0.571
ID195,195,1,1.099,353.154,692.426,0,97,97,7.500,1,-10921639,8.919,8,0,27,1971,5.952,7.571,0.294,0.680
ID197,197,1,1.069,349.509,694.555,0,98,98,7.500,1,-10921639,8.425,7,0,24,1862,5.621,8.927,0.274,0.644
ID209,209,1,1.126,339.456,693.694,0,99,99,7.500,1,-10921639,8.303,7,0,24,1835,5.574,27.637,0.302,0.691
ID202,202,1,0.764,333.839,688.275,0,100,100,7.500,1,-10921639,7.824,7,0,24,1729,5.313,28.500,0.213,0.517
ID207,207,1,0.975,328.760,687.124,0,101,101,7.500,1,-10921639,8.593,8,0,27,1899,5.580,8.611,0.266,0.647
ID200,200,1,0.909,324.089,687.795,0,102,102,7.500,1,-10921639,7.462,6,0,23,1649,5.117,8.886,0.232,0.549
ID212,212,1,0.718,320.083,680.149,0,103,103,7.500,1,-10921639,7.258,6,0,24,1604,5.042,10.462,0.214,0.507
ID214,214,1,0.765,308.841,678.362,0,104,104,7.500,1,-10921639,7.462,6,0,23,1649,5.203,28.500,0.206,0.489
ID221,221,1,1.013,303.781,676.161,0,105,105,7.500,1,-10921639,8.620,7,0,26,1905,5.688,7.998,0.288,0.677
ID223,223,1,1.022,299.148,677.165,0,106,106,7.500,1,-10921639,8.312,7,0,21,1837,5.326,28.500,0.268,0.660
ID219,219,1,0.887,295.238,667.361,0,107,107,7.500,1,-10921639,7.747,6,0,25,1712,5.361,3.000,0.254,0.585
ID225,225,1,1.126,289.027,671.965,0,108,108,7.500,1,-10921639,8.258,6,0,26,1825,5.828,27.633,0.270,0.602
ID217,217,1,1.156,281.411,665.458,0,109,109,7.500,1,-10921639,8.615,7,0,25,1904,6.381,28.500,0.310,0.639
ID227,227,1,1.060,277.354,663.559,0,110,110,7.500,1,-10921639,7.896,6,0,28,1745,6.310,8.570,0.275,0.539
ID229,229,1,0.930,273.612,659.438,0,111,111,7.500,1,-10921639,8.281,7,0,25,1830,5.465,28.500,0.285,0.672
ID235,235,1,1.003,268.389,660.595,0,112,112,7.500,1,-10921639,7.606,6,0,26,1681,5.553,8.971,0.272,0.586
ID240,240,1,0.816,265.310,653.739,0,113,113,7.500,1,-10921639,7.516,7,0,22,1661,5.039,28.500,0.262,0.619
ID233,233,1,1.092,256.696,652.001,0,114,114,7.500,1,-10921639,8.321,7,0,24,1839,5.471,8.648,0.301,0.703
ID238,238,1,0.909,254.491,643.764,0,115,115,7.500,1,-10921639,7.824,7,0,24,1729,5.538,9.410,0.265,0.592
ID244,244,1,1.114,248.487,647.029,0,116,116,7.500,1,-10921639,8.163,7,0,26,1804,5.808,27.651,0.314,0.672
ID246,246,1,0.863,246.930,638.722,0,117,117,7.500,1,-10921639,7.489,6,0,24,1655,5.919,20.958,0.223,0.462
ID241,241,1,1.184,242.297,639.180,0,118,118,7.500,1,-10921639,8.719,7,0,31,1927,6.317,28.500,0.323,0.674
ID247,247,1,0.738,237.255,628.583,0,119,119,7.500,1,-10921639,7.525,6,0,26,1663,5.288,26.419,0.213,0.501
ID249,249,1,1.041,230.624,630.338,0,120,120,7.500,1,-10921639,8.186,7,0,31,1809,5.835,27.409,0.284,0.621
ID250,250,1,0.799,230.972,621.476,0,121,121,7.500,1,-10921639,7.457,6,0,23,1648,4.831,25.525,0.247,0.612
ID253,253,1,0.974,222.769,622.616,0,122,122,7.500,1,-10921639,7.719,7,0,26,1706,5.374,25.808,0.286,0.639
ID248,248,1,0.818,222.907,615.230,0,123,123,7.500,1,-10921639,7.344,6,0,24,1623,5.764,9.474,0.220,0.460
ID251,251,1,1.064,213.759,612.920,0,124,124,7.500,1,-10921639,8.489,8,0,26,1876,5.945,7.893,0.282,0.627
ID252,252,1,1.039,211.468,608.361,0,125,125,7.500,1,-10921639,8.262,7,0,27,1826,5.973,28.500,0.294,0.629
ID254,254,1,1.152,206.302,608.019,0,126,126,7.500,1,-10921639,8.199,6,0,29,1812,6.368,28.500,0.302,0.597
ID256,256,1,0.748,207.291,598.908,0,127,127,7.500,1,-10921639,7.213,6,0,20,1594,5.359,28.500,0.193,0.435
ID257,257,1,1.134,199.476,600.668,0,128,128,7.500,1,-10921639,8.163,6,0,27,1804,6.112,26.466,0.280,0.584
ID263,263,1,0.961,194.301,592.416,0,129,129,7.500,1,-10921639,8.027,6,0,23,1774,5.632,28.500,0.259,0.586
ID259,259,1,1.016,189.820,589.923,0,130,130,7.500,1,-10921639,8.059,6,0,30,1781,5.837,8.622,0.256,0.564
ID261,261,1,0.792,187.627,583.539,0,131,131,7.500,1,-10921639,7.928,7,0,25,1752,5.130,26.715,0.224,0.566
ID264,264,1,0.895,184.143,581.716,0,132,132,7.500,1,-10921639,8.204,7,0,22,1813,5.109,25.815,0.209,0.555
ID265,265,1,0.921,182.090,577.301,0,133,133,7.500,1,-10921639,8.063,6,0,27,1782,5.890,4.600,0.227,0.506
ID266,266,1,1.043,177.227,571.983,0,134,134,7.500,1,-10921639,8.353,7,0,25,1846,6.077,28.500,0.241,0.534
ID267,267,1,0.688,180.620,561.925,0,135,135,7.500,1,-10921639,7.100,6,0,23,1569,4.647,27.326,0.183,0.472
ID269,269,1,0.960,170.169,563.072,0,136,136,7.500,1,-10921639,7.665,6,0,24,1694,5.194,26.789,0.242,0.574
ID270,270,1,0.824,172.906,552.899,0,137,137,7.500,1,-10921639,7.371,6,0,24,1629,5.125,9.288,0.240,0.556
ID268,268,1,1.057,164.081,553.654,0,138,138,7.500,1,-10921639,8.335,7,0,23,1842,5.145,27.392,0.269,0.687
ID272,272,1,1.048,157.037,545.171,0,139,139,7.500,1,-10921639,8.081,7,0,26,1786,5.561,27.203,0.284,0.642
ID271,271,1,0.816,156.059,539.194,0,140,140,7.500,1,-10921639,7.742,6,0,24,1711,5.326,16.424,0.245,0.572
ID273,273,1,1.119,153.254,535.237,0,141,141,7.500,1,-10921639,8.846,7,0,26,1955,5.836,8.071,0.324,0.741
ID274,274,1,0.813,150.848,532.564,0,142,142,7.500,1,-10921639,7.968,7,0,21,1761,5.244,25.801,0.223,0.553
ID275,275,1,0.887,149.807,525.951,0,143,143,7.500,1,-10921639,8.525,7,0,27,1884,5.949,25.653,0.245,0.565
ID278,278,1,0.630,144.104,520.361,0,144,144,7.500,1,-10921639,7.271,6,0,25,1607,4.710,26.586,0.206,0.528
ID276,276,1,0.872,140.650,517.640,0,145,145,7.500,1,-10921639,7.330,6,0,22,1620,4.935,26.299,0.221,0.538
ID279,279,1,0.796,143.498,509.736,0,146,146,7.500,1,-10921639,7.882,7,0,25,1742,5.507,28.500,0.253,0.577
ID280,280,1,0.944,139.788,507.377,0,147,147,7.500,1,-10921639,8.154,7,0,26,1802,5.853,28.500,0.272,0.596
ID281,281,1,0.856,136.004,503.689,0,148,148,7.500,1,-10921639,7.398,6,0,25,1635,5.038,28.500,0.223,0.536
ID282,282,1,1.031,131.445,493.335,0,149,149,7.500,1,-10921639,7.932,7,0,28,1753,5.799,25.966,0.276,0.592
ID283,283,1,0.776,134.632,484.652,0,150,150,7.500,1,-10921639,7.077,6,0,27,1564,5.448,26.799,0.180,0.396
ID284,284,1,0.884,127.278,483.710,0,151,151,7.500,1,-10921639,7.439,6,0,21,1644,4.874,25.935,0.221,0.552
ID285,285,1,0.788,130.730,474.470,0,152,152,7.500,1,-10921639,7.208,6,0,26,1593,5.253,9.299,0.219,0.492
ID287,287,1,0.939,124.446,471.032,0,153,153,7.500,1,-10921639,7.873,7,0,25,1740,5.221,26.469,0.243,0.591
ID286,286,1,0.958,121.978,462.366,0,154,154,7.500,1,-10921639,8.357,7,0,26,1847,5.858,26.718,0.285,0.632
ID288,288,1,0.910,118.772,459.188,0,155,155,7.500,1,-10921639,7.647,7,0,22,1690,5.363,28.500,0.212,0.498
ID289,289,1,0.687,124.942,450.394,0,156,156,7.500,1,-10921639,7.063,6,0,22,1561,4.549,26.018,0.184,0.482
ID291,291,1,0.868,114.557,450.890,0,157,157,7.500,1,-10921639,7.661,7,0,21,1693,5.058,25.617,0.209,0.523
ID290,290,1,0.766,121.275,441.531,0,158,158,7.500,1,-10921639,7.412,6,0,23,1638,5.370,25.026,0.198,0.457
ID292,292,1,0.685,117.203,432.819,0,159,159,7.500,1,-10921639,7.317,6,0,24,1617,5.294,26.516,0.188,0.437
ID294,294,1,0.975,110.174,430.996,0,160,160,7.500,1,-10921639,8.290,6,0,22,1832,5.604,26.026,0.241,0.574
ID295,295,1,0.793,110.411,425.316,0,161,161,7.500,1,-10921639,8.041,7,0,28,1777,5.733,28.500,0.204,0.475
ID293,293,1,0.924,109.630,419.554,0,162,162,7.500,1,-10921639,8.231,7,0,29,1819,5.534,25.670,0.278,0.647
ID296,296,1,0.982,105.769,417.344,0,163,163,7.500,1,-10921639,7.995,7,0,26,1767,5.279,28.500,0.224,0.554
ID297,297,1,0.938,104.066,407.458,0,164,164,7.500,1,-10921639,7.814,6,0,23,1727,5.530,26.024,0.220,0.509
ID299,299,1,0.564,102.011,406.308,0,165,165,7.500,1,-10921639,6.778,6,0,17,1498,3.692,19.589,0.203,0.619
ID300,300,1,0.841,102.297,397.335,0,166,166,7.500,1,-10921639,7.706,7,0,21,1703,4.941,25.893,0.223,0.569
ID303,303,1,0.779,110.194,389.877,0,167,167,7.500,1,-10921639,7.072,5,0,22,1563,5.165,28.500,0.219,0.492
ID304,304,1,0.879,105.067,387.163,0,168,168,7.500,1,-10921639,8.100,7,0,27,1790,5.812,9.449,0.248,0.555
ID301,301,1,0.888,102.243,378.054,0,169,169,7.500,1,-10921639,8.190,7,0,25,1810,5.474,25.991,0.238,0.574
ID302,302,1,0.746,107.505,372.116,0,170,170,7.500,1,-10921639,7.276,6,0,23,1608,5.462,9.987,0.219,0.478
ID305,305,1,0.933,103.268,368.586,0,171,171,7.500,1,-10921639,8.452,7,0,23,1868,5.625,27.173,0.273,0.645
ID306,306,1,0.872,103.738,364.773,0,172,172,7.500,1,-10921639,8.068,7,0,22,1783,5.889,13.190,0.276,0.593
ID308,308,1,1.033,103.734,362.058,0,173,173,7.500,1,-10921639,8.674,7,0,29,1917,6.404,9.253,0.305,0.633
ID307,307,1,0.795,102.648,349.269,0,174,174,7.500,1,-10921639,6.937,5,0,24,1533,5.120,9.203,0.234,0.513
ID309,309,1,0.887,96.777,344.899,0,175,175,7.500,1,-10921639,7.611,6,0,22,1682,4.893,25.902,0.262,0.647
ID313,313,1,0.688,100.165,338.642,0,176,176,7.500,1,-10921639,7.335,6,0,21,1621,4.844,28.500,0.223,0.552
ID310,310,1,0.872,98.505,333.535,0,177,177,7.500,1,-10921639,8.027,7,0,26,1774,5.172,28.500,0.262,0.645
ID311,311,1,0.711,99.648,328.118,0,178,178,7.500,1,-10921639,7.326,6,0,22,1619,5.333,26.883,0.200,0.458
ID312,312,1,0.986,99.298,318.470,0,179,179,7.500,1,-10921639,8.154,7,0,24,1802,5.266,25.553,0.259,0.637
ID314,314,1,0.765,107.028,312.159,0,180,180,7.500,1,-10921639,6.511,5,0,24,1439,5.201,9.015,0.201,0.419
ID317,317,1,0.901,100.752,307.354,0,181,181,7.500,1,-10921639,7.887,6,0,24,1743,5.060,26.351,0.232,0.587
ID316,316,1,0.551,97.975,308.813,0,182,182,7.500,1,-10921639,5.928,6,0,12,1310,2.564,27.293,0.214,0.814
ID320,320,1,0.901,103.502,296.863,0,183,183,7.500,1,-10921639,7.833,7,0,26,1731,5.370,27.404,0.245,0.574
ID318,318,1,0.780,106.821,287.057,0,184,184,7.500,1,-10921639,7.697,7,0,25,1701,5.129,28.500,0.226,0.552
ID322,322,1,0.774,113.747,281.676,0,185,185,7.500,1,-10921639,7.335,6,0,25,1621,5.403,26.616,0.229,0.506
ID319,319,1,0.868,113.917,279.101,0,186,186,7.500,1,-10921639,7.937,7,0,27,1754,5.616,4.650,0.242,0.550
ID321,321,1,0.959,106.797,273.853,0,187,187,7.500,1,-10921639,8.113,7,0,26,1793,5.258,26.744,0.271,0.657
ID323,323,1,0.737,115.007,268.040,0,188,188,7.500,1,-10921639,6.941,5,0,23,1534,5.535,8.972,0.180,0.383
ID324,324,1,0.759,118.772,256.641,0,189,189,7.500,1,-10921639,6.837,6,0,22,1511,5.112,9.133,0.251,0.538
ID325,325,1,0.785,117.041,250.976,0,190,190,7.500,1,-10921639,7.516,6,0,27,1661,5.170,27.497,0.233,0.549
ID328,328,1,0.616,118.450,246.582,0,191,191,7.500,1,-10921639,6.869,6,0,26,1518,4.969,28.500,0.188,0.437
ID331,331,1,0.613,126.388,242.534,0,192,192,7.500,1,-10921639,6.421,5,0,22,1419,4.573,28.500,0.165,0.398
ID329,329,1,0.734,121.399,236.390,0,193,193,7.500,1,-10921639,6.828,6,0,24,1509,4.938,28.500,0.185,0.433
ID330,330,1,0.690,127.704,228.052,0,194,194,7.500,1,-10921639,7.090,6,0,21,1567,4.921,9.432,0.218,0.516
ID332,332,1,0.679,133.669,223.368,0,195,195,7.500,1,-10921639,7.204,6,0,23,1592,4.809,28.500,0.216,0.531
ID326,326,1,0.620,138.144,220.552,0,196,196,7.500,1,-10921639,6.756,5,0,21,1493,4.475,21.981,0.180,0.460
ID333,333,1,0.793,134.508,214.248,0,197,197,7.500,1,-10921639,7.638,7,0,24,1688,5.068,9.511,0.214,0.532
ID334,334,1,0.584,140.328,211.913,0,198,198,7.500,1,-10921639,6.344,5,0,20,1402,4.817,28.500,0.141,0.325
ID337,337,1,0.644,140.881,201.801,0,199,199,7.500,1,-10921639,6.891,6,0,21,1523,4.804,28.500,0.171,0.420
ID338,338,1,0.643,151.893,199.012,0,200,200,7.500,1,-10921639,6.557,6,0,24,1449,4.424,7.334,0.199,0.492
ID339,339,1,0.706,148.352,193.362,0,201,201,7.500,1,-10921639,7.032,6,0,20,1554,4.852,28.500,0.181,0.444
ID341,341,1,0.695,157.718,190.714,0,202,202,7.500,1,-10921639,6.783,6,0,25,1499,4.959,4.618,0.225,0.502
ID345,345,1,0.649,155.457,185.790,0,203,203,7.500,1,-10921639,6.932,6,0,19,1532,4.594,27.160,0.172,0.443
ID336,336,1,0.522,168.158,179.305,0,204,204,7.500,1,-10921639,5.878,5,0,20,1299,4.208,4.546,0.172,0.411
ID343,343,1,0.682,163.396,172.539,0,205,205,7.500,1,-10921639,6.498,5,0,21,1436,4.733,26.637,0.184,0.427
