Label,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_COLOR,MEAN_INTENSITY,MEDIAN_INTENSITY,MIN_INTENSITY,MAX_INTENSITY,TOTAL_INTENSITY,STANDARD_DEVIATION,ESTIMATED_DIAMETER,CONTRAST,SNR
ID31799,31799,4,0.633,685.244,397.590,0,17,17,12.500,1,-10921639,4.450,3,0,25,2532,4.142,34.783,0.376,0.587
ID31767,31767,4,0.572,689.008,384.845,0,18,18,12.500,1,-10921639,4.202,3,0,23,2391,3.773,40.284,0.354,0.583
ID31791,31791,4,0.589,692.183,379.386,0,19,19,12.500,1,-10921639,4.601,4,0,19,2618,3.471,40.536,0.399,0.756
ID31783,31783,4,0.547,694.465,369.209,0,20,20,12.500,1,-10921639,4.434,4,0,21,2523,3.658,35.241,0.387,0.677
ID31815,31815,4,0.540,695.465,359.086,0,21,21,12.500,1,-10921639,4.441,4,0,21,2527,3.745,35.441,0.352,0.618
ID31775,31775,4,0.534,695.452,348.114,0,22,22,12.500,1,-10921639,4.181,3,0,27,2379,3.924,34.950,0.324,0.522
ID31823,31823,4,0.646,701.944,332.700,0,23,23,12.500,1,-10921639,4.610,4,0,28,2623,4.062,34.423,0.379,0.624
ID31854,31854,4,0.672,707.114,325.415,0,24,24,12.500,1,-10921639,4.731,4,0,25,2692,4.020,35.004,0.379,0.647
ID31862,31862,4,0.704,711.075,318.053,0,25,25,12.500,1,-10921639,4.930,4,0,26,2805,4.189,35.526,0.418,0.694
ID31831,31831,4,0.695,717.642,311.688,0,26,26,12.500,1,-10921639,4.475,4,0,30,2546,4.235,34.918,0.407,0.611
ID31846,31846,4,0.666,723.951,305.848,0,27,27,12.500,1,-10921639,4.308,3,0,26,2451,4.037,34.527,0.365,0.570
ID31870,31870,4,0.734,737.706,297.197,0,28,28,12.500,1,-10921639,4.490,3,0,28,2555,4.369,30.837,0.390,0.577
ID31876,31876,4,0.748,742.831,292.842,0,29,29,12.500,1,-10921639,4.844,4,0,27,2756,4.678,30.790,0.372,0.561
ID31839,31839,4,0.707,749.115,289.451,0,30,30,12.500,1,-10921639,4.527,3,0,27,2576,4.388,34.974,0.403,0.592
ID31884,31884,4,0.699,755.421,284.202,0,31,31,12.500,1,-10921639,4.576,3,0,24,2604,4.690,34.634,0.416,0.573
ID31891,31891,4,0.728,761.742,280.260,0,32,32,12.500,1,-10921639,4.671,3,0,25,2658,4.662,30.611,0.371,0.542
ID31926,31926,4,0.855,776.338,276.021,0,33,33,12.500,1,-10921639,5.111,4,0,34,2908,4.797,34.480,0.458,0.669
ID31905,31905,4,0.777,782.691,275.967,0,34,34,12.500,1,-10921639,4.981,4,0,28,2834,4.372,31.198,0.442,0.698
ID31898,31898,4,0.675,790.229,276.703,0,35,35,12.500,1,-10921639,4.691,4,0,24,2669,3.962,35.290,0.414,0.693
ID31912,31912,4,0.703,798.546,277.168,0,36,36,12.500,1,-10921639,4.390,3,0,26,2498,4.267,31.882,0.388,0.575
ID31919,31919,4,0.696,806.488,277.579,0,37,37,12.500,1,-10921639,4.833,4,0,27,2750,4.328,34.785,0.430,0.672
ID31933,31933,4,0.683,821.737,276.565,0,38,38,12.500,1,-10921639,4.332,3,0,25,2465,4.560,34.706,0.395,0.538
ID31940,31940,4,0.660,831.223,275.813,0,39,39,12.500,1,-10921639,4.236,3,0,25,2410,4.519,34.109,0.403,0.539
ID31994,31994,4,0.654,838.742,276.782,0,40,40,12.500,1,-10921639,4.216,3,0,27,2399,4.425,34.059,0.373,0.517
ID31964,31964,4,0.753,846.148,278.960,0,41,41,12.500,1,-10921639,4.656,4,0,29,2649,4.647,33.944,0.423,0.596
ID31956,31956,4,0.791,852.673,281.743,0,42,42,12.500,1,-10921639,4.661,3,0,29,2652,4.878,30.875,0.410,0.556
ID31986,31986,4,0.703,865.117,290.943,0,43,43,12.500,1,-10921639,4.504,4,0,27,2563,4.265,30.786,0.384,0.585
ID31972,31972,4,0.677,869.752,296.507,0,44,44,12.500,1,-10921639,4.517,3,0,30,2570,4.510,34.056,0.328,0.495
ID31979,31979,4,0.637,874.528,304.429,0,45,45,12.500,1,-10921639,4.339,3,0,30,2469,4.468,30.832,0.329,0.481
ID31948,31948,4,0.691,879.065,310.712,0,46,46,12.500,1,-10921639,4.589,4,0,28,2611,4.487,34.030,0.372,0.554
ID32002,32002,4,0.691,883.432,315.909,0,47,47,12.500,1,-10921639,4.643,4,0,31,2642,4.682,34.196,0.362,0.527
ID32056,32056,4,0.698,892.839,328.864,0,48,48,12.500,1,-10921639,4.559,3,0,31,2594,4.580,32.393,0.388,0.557
ID32033,32033,4,0.669,895.741,334.489,0,49,49,12.500,1,-10921639,4.299,3,0,34,2446,4.888,34.861,0.356,0.462
ID32041,32041,4,0.686,899.297,342.582,0,50,50,12.500,1,-10921639,4.675,4,0,28,2660,4.559,34.389,0.403,0.589
ID32010,32010,4,0.669,903.028,350.353,0,51,51,12.500,1,-10921639,4.301,3,0,30,2447,4.563,34.742,0.362,0.501
ID32018,32018,4,0.684,905.133,357.307,0,52,52,12.500,1,-10921639,4.445,3,0,34,2529,4.676,34.609,0.340,0.482
ID32026,32026,4,0.680,907.632,370.637,0,53,53,12.500,1,-10921639,4.647,3,0,30,2644,4.853,34.578,0.351,0.497
ID32048,32048,4,0.679,909.008,378.580,0,54,54,12.500,1,-10921639,4.698,4,0,29,2673,4.529,30.852,0.366,0.555
ID32064,32064,4,0.688,908.636,386.435,0,55,55,12.500,1,-10921639,4.640,4,0,30,2640,4.478,31.467,0.363,0.552
ID32111,32111,4,0.661,906.225,393.537,0,56,56,12.500,1,-10921639,4.633,4,0,28,2636,4.560,32.979,0.346,0.522
ID32084,32084,4,0.676,903.896,400.615,0,57,57,12.500,1,-10921639,4.517,3,0,27,2570,4.526,34.031,0.356,0.524
ID32091,32091,4,0.605,897.459,416.901,0,58,58,12.500,1,-10921639,4.188,3,0,27,2383,4.392,34.124,0.317,0.459
ID32104,32104,4,0.648,894.912,423.513,0,59,59,12.500,1,-10921639,4.274,3,0,28,2432,4.378,32.790,0.334,0.489
ID32071,32071,4,0.623,892.188,430.519,0,60,60,12.500,1,-10921639,4.302,3,0,28,2448,4.421,33.954,0.322,0.474
ID32077,32077,4,0.613,889.791,436.860,0,61,61,12.500,1,-10921639,4.302,3,0,28,2448,4.359,34.580,0.331,0.491
ID32098,32098,4,0.621,883.990,444.461,0,62,62,12.500,1,-10921639,4.692,4,0,29,2670,4.410,34.646,0.342,0.542
ID32118,32118,4,0.590,874.069,455.994,0,63,63,12.500,1,-10921639,4.511,4,0,30,2567,4.164,34.593,0.360,0.574
ID32149,32149,4,0.639,868.546,462.041,0,64,64,12.500,1,-10921639,4.114,3,0,29,2341,4.288,32.898,0.352,0.500
ID32125,32125,4,0.716,864.769,466.584,0,65,65,12.500,1,-10921639,4.763,4,0,27,2710,4.541,34.125,0.385,0.583
ID32155,32155,4,0.724,858.937,471.092,0,66,66,12.500,1,-10921639,4.664,4,0,26,2654,4.365,34.328,0.402,0.613
ID32143,32143,4,0.761,854.360,474.383,0,67,67,12.500,1,-10921639,4.844,4,0,27,2756,4.341,34.521,0.441,0.683
ID32162,32162,4,0.610,842.474,482.327,0,68,68,12.500,1,-10921639,4.053,3,0,28,2306,3.958,35.433,0.406,0.591
ID32131,32131,4,0.633,837.566,484.367,0,69,69,12.500,1,-10921639,4.200,3,0,22,2390,3.962,35.783,0.398,0.604
ID32138,32138,4,0.599,831.688,486.879,0,70,70,12.500,1,-10921639,4.083,3,0,23,2323,3.724,35.130,0.450,0.681
ID32167,32167,4,0.665,825.835,490.064,0,71,71,12.500,1,-10921639,4.058,3,0,28,2309,4.335,35.504,0.445,0.576
ID32174,32174,4,0.617,817.429,492.932,0,72,72,12.500,1,-10921639,3.947,3,0,24,2246,4.060,34.859,0.438,0.593
ID32193,32193,4,0.599,804.854,495.345,0,73,73,12.500,1,-10921639,3.928,3,0,20,2235,3.703,35.487,0.422,0.630
ID32199,32199,4,0.559,796.572,495.335,0,74,74,12.500,1,-10921639,4.012,3,0,22,2283,3.584,35.670,0.453,0.698
ID32205,32205,4,0.569,787.500,494.536,0,75,75,12.500,1,-10921639,3.968,3,0,21,2258,3.589,33.984,0.400,0.632
ID32181,32181,4,0.662,780.519,494.692,0,76,76,12.500,1,-10921639,4.302,3,0,27,2448,3.894,30.292,0.424,0.658
ID32187,32187,4,0.553,774.828,492.791,0,77,77,12.500,1,-10921639,4.137,4,0,25,2354,3.500,34.329,0.399,0.674
ID32212,32212,4,0.538,759.766,488.147,0,78,78,12.500,1,-10921639,4.039,3,0,20,2298,3.300,30.000,0.370,0.661
ID32218,32218,4,0.553,753.824,484.470,0,79,79,12.500,1,-10921639,3.812,3,0,29,2169,3.885,34.425,0.358,0.517
ID32248,32248,4,0.562,747.661,480.519,0,80,80,12.500,1,-10921639,3.940,3,0,22,2242,3.570,30.394,0.395,0.625
ID32235,32235,4,0.577,741.000,477.450,0,81,81,12.500,1,-10921639,3.888,3,0,26,2212,3.532,33.344,0.397,0.626
ID32229,32229,4,0.611,736.224,474.544,0,82,82,12.500,1,-10921639,4.151,3,0,24,2362,3.771,34.226,0.418,0.649
ID32223,32223,4,0.523,726.326,468.287,0,83,83,12.500,1,-10921639,3.819,3,0,23,2173,3.768,35.101,0.400,0.579
ID32242,32242,4,0.501,719.142,462.090,0,84,84,12.500,1,-10921639,3.719,3,0,21,2116,3.458,35.826,0.386,0.598
ID32261,32261,4,0.599,713.899,457.380,0,85,85,12.500,1,-10921639,4.016,3,0,28,2285,3.969,34.946,0.386,0.564
ID32255,32255,4,0.512,709.426,449.362,0,86,86,12.500,1,-10921639,3.930,3,0,23,2236,3.380,34.507,0.389,0.652
ID32267,32267,4,0.548,705.459,443.669,0,87,87,12.500,1,-10921639,4.105,3,0,23,2336,3.548,33.931,0.343,0.591
ID32285,32285,4,0.585,701.973,429.372,0,88,88,12.500,1,-10921639,4.007,3,0,25,2280,3.760,30.376,0.368,0.574
ID32297,32297,4,0.567,699.192,424.043,0,89,89,12.500,1,-10921639,4.135,3,0,21,2353,3.782,34.959,0.384,0.607
ID32304,32304,4,0.596,698.910,417.887,0,90,90,12.500,1,-10921639,4.230,3,0,22,2407,3.902,34.834,0.383,0.600
ID32310,32310,4,0.538,697.250,412.306,0,91,91,12.500,1,-10921639,4.018,3,0,22,2286,3.861,35.167,0.301,0.481
ID32273,32273,4,0.557,695.473,406.172,0,92,92,12.500,1,-10921639,4.225,3,0,20,2404,3.850,35.375,0.385,0.610
ID32291,32291,4,0.502,692.437,390.695,0,93,93,12.500,1,-10921639,4.311,4,0,21,2453,3.773,40.942,0.357,0.602
ID32278,32278,4,0.603,691.169,382.464,0,94,94,12.500,1,-10921639,4.582,4,0,21,2607,3.870,39.577,0.393,0.667
ID32316,32316,4,0.599,693.346,375.397,0,95,95,12.500,1,-10921639,4.562,4,0,26,2596,3.900,41.257,0.378,0.641
ID32321,32321,4,0.598,696.555,366.297,0,96,96,12.500,1,-10921639,4.292,3,0,22,2442,4.042,33.442,0.343,0.542
ID32333,32333,4,0.599,700.870,361.168,0,97,97,12.500,1,-10921639,4.638,4,0,24,2639,4.153,39.785,0.359,0.591
ID32338,32338,4,0.653,704.616,344.629,0,98,98,12.500,1,-10921639,4.520,3,0,24,2572,4.036,34.468,0.390,0.629
ID32328,32328,4,0.633,706.388,339.116,0,99,99,12.500,1,-10921639,4.619,3,0,25,2628,4.380,39.583,0.372,0.572
ID32349,32349,4,0.611,707.988,332.358,0,100,100,12.500,1,-10921639,4.325,3,0,22,2461,4.272,34.751,0.351,0.526
ID32343,32343,4,0.650,713.420,323.742,0,101,101,12.500,1,-10921639,4.627,4,0,26,2633,4.203,34.589,0.403,0.633
ID32355,32355,4,0.648,719.453,317.681,0,102,102,12.500,1,-10921639,4.689,4,0,31,2668,4.044,39.844,0.408,0.672
ID32360,32360,4,0.639,734.190,307.754,0,103,103,12.500,1,-10921639,4.230,3,0,23,2407,3.891,34.638,0.400,0.621
ID32389,32389,4,0.614,742.384,303.280,0,104,104,12.500,1,-10921639,4.197,3,0,24,2388,3.875,30.617,0.362,0.576
ID32365,32365,4,0.690,748.020,297.735,0,105,105,12.500,1,-10921639,4.654,4,0,30,2648,4.270,34.092,0.424,0.650
ID32369,32369,4,0.819,753.328,295.040,0,106,106,12.500,1,-10921639,5.005,4,0,27,2848,4.558,33.773,0.438,0.669
ID32374,32374,4,0.650,757.872,291.685,0,107,107,12.500,1,-10921639,4.576,3,0,26,2604,4.492,35.207,0.377,0.558
ID32384,32384,4,0.821,773.908,283.392,0,108,108,12.500,1,-10921639,4.856,4,0,27,2763,4.595,30.777,0.443,0.648
ID32379,32379,4,0.781,780.341,282.862,0,109,109,12.500,1,-10921639,4.968,4,0,30,2827,4.469,30.367,0.444,0.684
ID32393,32393,4,0.697,787.947,284.410,0,110,110,12.500,1,-10921639,4.619,4,0,25,2628,4.140,30.560,0.373,0.606
ID32398,32398,4,0.684,797.166,285.608,0,111,111,12.500,1,-10921639,4.489,3,0,27,2554,4.226,31.025,0.395,0.602
ID32419,32419,4,0.731,804.434,284.089,0,112,112,12.500,1,-10921639,4.636,4,0,30,2638,4.335,30.416,0.413,0.626
ID32404,32404,4,0.646,816.893,284.188,0,113,113,12.500,1,-10921639,4.369,3,0,25,2486,4.654,34.919,0.399,0.536
ID32423,32423,4,0.666,827.284,284.183,0,114,114,12.500,1,-10921639,4.387,3,0,30,2496,4.660,30.782,0.382,0.521
ID32414,32414,4,0.784,832.884,287.660,0,115,115,12.500,1,-10921639,4.703,3,0,27,2676,4.610,30.212,0.450,0.634
ID32409,32409,4,0.624,840.071,291.982,0,116,116,12.500,1,-10921639,4.163,3,0,23,2369,3.909,31.048,0.407,0.617
ID32427,32427,4,0.643,847.243,297.941,0,117,117,12.500,1,-10921639,3.893,3,0,26,2215,4.017,33.246,0.395,0.548
ID32433,32433,4,0.675,860.344,305.723,0,118,118,12.500,1,-10921639,4.302,3,0,31,2448,4.421,31.943,0.402,0.558
ID32438,32438,4,0.636,866.584,309.809,0,119,119,12.500,1,-10921639,4.469,3,0,30,2543,4.404,34.427,0.366,0.544
ID32453,32453,4,0.649,873.043,315.406,0,120,120,12.500,1,-10921639,4.279,3,0,24,2435,4.357,34.284,0.406,0.567
ID32458,32458,4,0.662,879.670,319.613,0,121,121,12.500,1,-10921639,4.483,4,0,27,2551,4.399,32.452,0.379,0.560
ID32468,32468,4,0.689,884.772,325.113,0,122,122,12.500,1,-10921639,4.554,3,0,27,2591,4.578,34.569,0.360,0.527
ID32448,32448,4,0.643,891.333,338.339,0,123,123,12.500,1,-10921639,4.583,4,0,29,2608,4.313,33.831,0.357,0.559
ID32443,32443,4,0.612,893.513,346.820,0,124,124,12.500,1,-10921639,4.116,3,0,28,2342,4.337,34.045,0.325,0.465
ID32463,32463,4,0.653,894.573,354.776,0,125,125,12.500,1,-10921639,4.453,3,0,28,2534,4.494,32.500,0.377,0.542
ID32473,32473,4,0.668,896.347,362.553,0,126,126,12.500,1,-10921639,4.362,3,0,29,2482,4.457,34.517,0.335,0.491
ID32478,32478,4,0.625,898.377,370.317,0,127,127,12.500,1,-10921639,4.557,3,0,26,2593,4.468,35.167,0.402,0.585
ID32493,32493,4,0.672,903.073,385.200,0,128,128,12.500,1,-10921639,4.413,3,0,29,2511,4.390,34.648,0.360,0.533
ID32488,32488,4,0.646,904.126,392.901,0,129,129,12.500,1,-10921639,4.378,3,0,29,2491,4.628,34.838,0.338,0.478
ID32483,32483,4,0.651,904.049,399.730,0,130,130,12.500,1,-10921639,4.620,4,0,28,2629,4.260,34.541,0.382,0.599
ID32503,32503,4,0.698,903.578,406.767,0,131,131,12.500,1,-10921639,4.819,4,0,30,2742,4.539,31.080,0.371,0.575
ID32498,32498,4,0.629,903.159,414.739,0,132,132,12.500,1,-10921639,4.248,3,0,29,2417,4.239,30.544,0.343,0.512
ID32514,32514,4,0.616,895.627,428.603,0,133,133,12.500,1,-10921639,4.239,3,0,25,2412,4.208,32.118,0.337,0.508
ID32508,32508,4,0.571,890.762,436.242,0,134,134,12.500,1,-10921639,4.139,3,0,27,2355,4.352,34.514,0.283,0.420
ID32520,32520,4,0.575,888.235,442.038,0,135,135,12.500,1,-10921639,4.286,3,0,28,2439,4.194,30.834,0.319,0.494
ID32527,32527,4,0.598,884.678,448.683,0,136,136,12.500,1,-10921639,4.559,3,0,26,2594,4.146,30.641,0.336,0.553
ID32534,32534,4,0.653,880.332,456.287,0,137,137,12.500,1,-10921639,4.438,4,0,27,2525,4.135,34.147,0.388,0.600
ID32540,32540,4,0.620,871.962,468.144,0,138,138,12.500,1,-10921639,4.216,3,0,24,2399,3.958,34.886,0.423,0.633
ID32552,32552,4,0.565,866.614,475.355,0,139,139,12.500,1,-10921639,4.183,3,0,26,2380,3.978,35.032,0.375,0.574
ID32557,32557,4,0.607,861.089,480.909,0,140,140,12.500,1,-10921639,3.961,3,0,23,2254,3.949,34.878,0.394,0.567
ID32547,32547,4,0.667,857.345,486.361,0,141,141,12.500,1,-10921639,4.021,3,0,26,2288,4.134,34.725,0.430,0.585
ID32565,32565,4,0.660,851.157,491.200,0,142,142,12.500,1,-10921639,4.248,3,0,25,2417,4.178,34.808,0.432,0.613
ID32572,32572,4,0.518,835.824,500.652,0,143,143,12.500,1,-10921639,3.880,3,0,19,2208,3.326,34.125,0.343,0.597
ID32578,32578,4,0.580,829.242,504.163,0,144,144,12.500,1,-10921639,4.037,3,0,24,2297,3.733,34.044,0.389,0.606
ID32596,32596,4,0.526,822.432,507.086,0,145,145,12.500,1,-10921639,3.772,3,0,23,2146,3.508,34.041,0.360,0.570
ID32603,32603,4,0.600,813.699,509.759,0,146,146,12.500,1,-10921639,4.011,3,0,25,2282,3.646,34.207,0.381,0.608
ID32584,32584,4,0.579,807.402,510.360,0,147,147,12.500,1,-10921639,4.237,4,0,22,2411,3.545,34.246,0.418,0.704
ID32589,32589,4,0.526,789.955,511.584,0,148,148,12.500,1,-10921639,4.067,4,0,22,2314,3.305,34.201,0.376,0.673
ID32608,32608,4,0.567,781.504,511.396,0,149,149,12.500,1,-10921639,3.988,3,0,26,2269,3.592,32.410,0.358,0.585
ID32620,32620,4,0.525,764.945,508.223,0,151,151,12.500,1,-10921639,3.844,3,0,26,2187,3.386,33.426,0.352,0.591
ID32627,32627,4,0.552,760.249,505.454,0,152,152,12.500,1,-10921639,3.856,3,0,23,2194,3.633,30.698,0.340,0.538
ID32634,32634,4,0.514,745.717,499.914,0,153,153,12.500,1,-10921639,3.786,3,0,24,2154,3.528,30.235,0.367,0.576
ID32648,32648,4,0.573,739.159,495.413,0,154,154,12.500,1,-10921639,3.787,3,0,23,2155,3.589,30.735,0.404,0.607
ID32641,32641,4,0.589,733.400,491.891,0,155,155,12.500,1,-10921639,3.956,3,0,24,2251,3.594,30.634,0.390,0.617
ID32655,32655,4,0.518,727.859,488.090,0,156,156,12.500,1,-10921639,3.722,3,0,21,2118,3.300,29.867,0.380,0.622
ID32662,32662,4,0.555,722.050,483.931,0,157,157,12.500,1,-10921639,3.861,3,0,22,2197,3.628,30.339,0.376,0.581
ID32668,32668,4,0.514,710.569,473.494,0,158,158,12.500,1,-10921639,3.930,3,0,21,2236,3.461,34.432,0.382,0.627
ID32674,32674,4,0.610,706.132,468.691,0,159,159,12.500,1,-10921639,4.301,3,0,23,2447,3.687,33.762,0.409,0.677
ID32694,32694,4,0.567,701.639,464.472,0,160,160,12.500,1,-10921639,4.214,4,0,19,2398,3.377,34.984,0.413,0.730
ID32679,32679,4,0.580,697.621,459.138,0,161,161,12.500,1,-10921639,3.958,3,0,22,2252,3.498,34.725,0.394,0.639
ID32704,32704,4,0.595,695.597,452.899,0,162,162,12.500,1,-10921639,4.236,3,0,23,2410,3.741,35.878,0.392,0.638
ID32688,32688,4,0.567,689.260,441.260,0,163,163,12.500,1,-10921639,4.207,3,0,21,2394,3.671,34.749,0.332,0.572
ID32698,32698,4,0.538,687.095,435.397,0,164,164,12.500,1,-10921639,4.176,3,0,26,2376,3.401,34.053,0.365,0.657
ID32683,32683,4,0.560,684.829,429.606,0,165,165,12.500,1,-10921639,4.241,3,0,21,2413,3.591,30.726,0.388,0.660
ID32708,32708,4,0.520,683.284,423.720,0,166,166,12.500,1,-10921639,3.898,3,0,21,2218,3.541,34.417,0.348,0.568
ID32713,32713,4,0.515,681.414,418.505,0,167,167,12.500,1,-10921639,4.188,3,0,23,2383,3.625,35.050,0.348,0.596
ID32718,32718,4,0.531,676.824,404.888,0,168,168,12.500,1,-10921639,4.056,3,0,22,2308,3.745,34.695,0.309,0.512
ID32723,32723,4,0.513,677.133,399.807,0,169,169,12.500,1,-10921639,4.179,3,0,25,2378,3.825,35.436,0.364,0.583
ID32728,32728,4,0.514,674.819,393.706,0,170,170,12.500,1,-10921639,4.220,3,0,24,2401,3.892,34.776,0.333,0.542
ID32733,32733,4,0.584,675.345,386.963,0,171,171,12.500,1,-10921639,4.315,3,0,24,2455,3.979,35.124,0.349,0.562
ID32739,32739,4,0.614,675.097,380.630,0,172,172,12.500,1,-10921639,4.575,4,0,27,2603,4.113,34.372,0.383,0.616
ID32750,32750,4,0.631,676.828,368.770,0,173,173,12.500,1,-10921639,4.803,4,0,28,2733,4.284,39.742,0.370,0.606
ID32745,32745,4,0.633,676.982,363.511,0,174,174,12.500,1,-10921639,4.828,4,0,24,2747,4.070,34.983,0.390,0.665
ID32791,32791,4,0.643,679.340,356.096,0,175,175,12.500,1,-10921639,4.726,3,0,28,2689,4.247,35.073,0.371,0.602
ID32762,32762,4,0.695,679.893,349.532,0,176,176,12.500,1,-10921639,4.831,4,0,25,2749,4.510,34.507,0.381,0.591
ID32780,32780,4,0.631,682.204,344.502,0,177,177,12.500,1,-10921639,4.807,4,0,22,2735,3.985,34.383,0.365,0.645
ID32785,32785,4,0.706,687.499,331.467,0,178,178,12.500,1,-10921639,4.865,4,0,25,2768,4.399,33.755,0.394,0.625
ID32755,32755,4,0.631,690.851,326.282,0,179,179,12.500,1,-10921639,4.633,3,0,25,2636,4.291,34.954,0.364,0.577
ID32774,32774,4,0.726,692.754,320.921,0,180,180,12.500,1,-10921639,5.060,4,0,30,2879,4.591,33.909,0.371,0.597
ID32768,32768,4,0.726,696.043,315.109,0,181,181,12.500,1,-10921639,4.851,4,0,27,2760,4.509,34.694,0.388,0.602
ID32797,32797,4,0.695,700.795,310.427,0,182,182,12.500,1,-10921639,5.019,4,0,29,2856,4.196,34.538,0.413,0.700
ID32808,32808,4,0.682,712.552,300.841,0,183,183,12.500,1,-10921639,4.859,4,0,28,2765,4.451,35.568,0.397,0.620
ID32831,32831,4,0.737,717.785,295.460,0,184,184,12.500,1,-10921639,4.884,4,0,31,2779,4.646,34.706,0.403,0.604
ID32814,32814,4,0.751,723.260,291.340,0,185,185,12.500,1,-10921639,4.970,4,0,25,2828,4.572,35.076,0.416,0.639
ID32820,32820,4,0.713,728.204,288.340,0,186,186,12.500,1,-10921639,4.831,4,0,25,2749,4.450,34.485,0.406,0.627
ID32802,32802,4,0.734,735.076,283.658,0,187,187,12.500,1,-10921639,4.847,4,0,26,2758,4.419,34.082,0.416,0.645
ID32837,32837,4,0.733,745.317,277.078,0,188,188,12.500,1,-10921639,4.923,4,0,23,2801,4.511,34.368,0.361,0.579
ID32825,32825,4,0.724,751.935,274.133,0,189,189,12.500,1,-10921639,4.800,4,0,27,2731,4.556,34.483,0.424,0.628
ID32842,32842,4,0.717,759.464,271.967,0,190,190,12.500,1,-10921639,4.689,3,0,25,2668,4.369,34.986,0.399,0.612
ID32859,32859,4,0.723,767.160,269.733,0,191,191,12.500,1,-10921639,4.947,4,0,25,2815,4.384,34.195,0.408,0.654
ID32864,32864,4,0.771,774.243,267.950,0,192,192,12.500,1,-10921639,5.019,4,0,27,2856,4.703,34.872,0.417,0.628
ID32854,32854,4,0.808,787.188,264.907,0,193,193,12.500,1,-10921639,4.982,4,0,26,2835,4.847,34.638,0.428,0.616
ID32871,32871,4,0.798,793.318,264.013,0,194,194,12.500,1,-10921639,4.888,4,0,28,2781,4.699,34.202,0.412,0.607
ID32848,32848,4,0.842,799.908,263.536,0,195,195,12.500,1,-10921639,4.960,4,0,28,2822,4.888,34.153,0.433,0.613
ID32883,32883,4,0.788,806.464,263.649,0,196,196,12.500,1,-10921639,4.958,4,0,28,2821,4.775,34.524,0.435,0.629
ID32876,32876,4,0.819,813.046,263.322,0,197,197,12.500,1,-10921639,4.958,4,0,30,2821,4.861,30.600,0.408,0.591
ID32887,32887,4,0.843,825.134,264.348,0,198,198,12.500,1,-10921639,5.063,4,0,27,2881,4.827,32.333,0.424,0.624
ID32896,32896,4,0.834,831.613,266.305,0,199,199,12.500,1,-10921639,5.121,4,0,34,2914,4.843,31.761,0.462,0.668
ID32891,32891,4,0.842,838.797,268.094,0,200,200,12.500,1,-10921639,5.141,4,0,28,2925,4.666,32.691,0.450,0.683
