LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,CONTRAST_CH1,SNR_CH1
ID3767,3767,26,0.5352048873901367,1775.5560142246936,101.07412749995167,0,0,0,15,1,,2.6662216288384513,1,0,24,1997,4.596347568690312,0.6509838110842215,0.4574469693120271
ID3698,3698,26,0.5504007339477539,1773.2319414328363,96.63450657854851,0,1,1,15,1,,2.7289719626168223,1,0,27,2044,4.902795953976173,0.6705500540900391,0.44684505841167443
ID3833,3833,26,0.4968082904815674,1768.503683569125,91.60406877632731,0,2,2,15,1,,2.4899866488651536,1,0,23,1865,4.260120836933623,0.589206257,0.4334032662223186
ID3918,3918,26,0.5216588973999023,1766.8582551165512,88.84936062880304,0,3,3,15,1,,2.526034712950601,1,0,26,1892,4.483293754801434,0.592964382,0.4194639634045899
ID3572,3572,26,0.5111889839172363,1762.1952489911248,84.46418944946045,0,4,4,15,1,,2.5647530040053406,1,0,29,1921,4.339858403408882,0.6024114658375673,0.4443438445196711
ID3629,3629,26,0.5063846111297607,1759.2343223681437,81.05231684294998,0,5,5,15,1,,2.5647530040053406,1,0,27,1921,4.156064681334431,0.6434842394753543,0.4832430488056912
ID3822,3822,26,0.5395298004150391,1750.696606441338,75.36470345341468,0,6,6,15,1,,2.7196261682242993,1,0,30,2037,4.416352921,0.6342618060864894,0.47799391090090976
ID3622,3622,26,0.5616624355316162,1749.5482683012003,73.87555509837667,0,7,7,15,1,,2.328437917222964,1,0,28,1744,4.523734832492957,0.6619387523937367,0.4100155341254715
ID4115,4115,26,0.5133676528930664,1746.7010784442239,71.63184586,0,8,8,15,1,,2.295060080106809,1,0,29,1719,4.051439257417787,0.6465101455989007,0.4448623545520625
ID3965,3965,26,0.5460819005966187,1742.5946942665362,69.76607255101271,0,9,9,15,1,,2.317757009345794,1,0,31,1736,4.342978510417261,0.6847878112271839,0.43383144567491994
